Geneid	gene_name	product	interaction_log2FC	interaction_padj	NK01067_log2FC	NK01067_padj	dwbbM_log2FC	dwbbM_padj
M8Y62_03955	ygfZ	tRNA-modifying protein YgfZ	-1.20325385860414	2.09606924282183e-08	0.38664820443628	0.0217876188862937	-0.818934792477172	9.3610133800353e-07
M8Y62_09775	M8Y62_09775	YecH family protein	1.81121749315615	2.12651267617393e-08	-0.999114319012398	8.0795460901914e-05	0.805031254391318	0.00144773392342946
M8Y62_04395	M8Y62_04395	YgdI/YgdR family lipoprotein	1.49360363553421	2.15271368718677e-08	-1.54209316882818	3.49168677457509e-12	-0.0521952718498738	0.758435111677588
M8Y62_07585	sixA	phosphohistidine phosphatase SixA	1.08126421330731	2.19358119201314e-08	-0.152073689170902	0.397350799778982	0.925653335784797	4.54953227375915e-12
M8Y62_09075	clbM	precolibactin export MATE transporter ClbM	1.80953940585597	2.27766494971151e-08	-2.11913459798751	1.31582887952337e-50	-0.314415153182553	0.185221636552501
M8Y62_04170	M8Y62_04170	citrate lyase subunit alpha	1.46109108738156	2.44788871416154e-08	-2.51800939735929	3.84625789597534e-43	-1.05828233236982	1.08038871112783e-07
M8Y62_04650	M8Y62_04650	precorrin-3B C(17)-methyltransferase	1.21679168991457	2.54400314368224e-08	0.103395147791956	0.594070287861278	1.31553479247562	1.12763018280544e-21
M8Y62_10000	M8Y62_10000	tellurite resistance TerB family protein	-1.56061849151387	2.54400314368224e-08	0.785014109924273	0.00098408827091792	-0.77920173918207	4.92243407380062e-08
M8Y62_12355	M8Y62_12355	YdcY family protein	1.36092578949756	2.72306774638171e-08	-2.27221466393258	4.15347187151592e-27	-0.914033864025512	1.74704218165881e-09
M8Y62_25800	pstC	phosphate ABC transporter permease PstC	-2.06215195080313	2.72306774638171e-08	2.20550814646338	9.834107704866e-12	0.134332414107264	0.55826896909798
M8Y62_16720	tusE	sulfurtransferase TusE	1.19879158047532	2.77265132684098e-08	-1.07753100054045	3.17395748859674e-10	0.117563077130904	0.608793644965003
M8Y62_09065	clbK	colibactin hybrid non-ribosomal peptide synthetase/type I polyketide synthase ClbK	1.98597592050653	2.84652397372429e-08	-1.42839349145471	1.72857496948863e-12	0.552127461896946	0.014780460704816
M8Y62_08305	bglG	transcriptional antiterminator BglG	-1.48809265178453	3.08673174190644e-08	1.55464091820221	1.11156261338713e-11	0.0640237495233654	0.743866251360643
M8Y62_16250	M8Y62_16250	Maf-like protein	0.771652277570015	3.2983893325997e-08	-1.74859368379241	2.24796628055274e-44	-0.981526712589352	8.07729975105138e-15
M8Y62_04680	M8Y62_04680	energy-coupling factor ABC transporter transmembrane protein	1.83424810105938	3.38397808529287e-08	-0.282542147731824	0.255759833794284	1.54567776500099	2.63135833217399e-15
M8Y62_26945	M8Y62_26945	class I SAM-dependent methyltransferase	2.64769674181514	3.41868768590219e-08	-4.25238444540686	4.92028705287856e-27	-1.61024319088645	4.68005532670309e-22
M8Y62_07035	M8Y62_07035	DUF3820 family protein	1.13413066238619	3.43532109369727e-08	-1.64722502993516	4.58672821602882e-24	-0.51826875349208	0.00233082902135884
M8Y62_27300	M8Y62_27300	class A extended-spectrum beta-lactamase SHV-12	-0.689379256470153	3.60493608321693e-08	-0.280184310426581	0.0200249314367087	-0.972409834856521	2.10456637275818e-19
M8Y62_07895	menH	2-succinyl-6-hydroxy-2%2C4-cyclohexadiene-1-carboxylate synthase	-1.49467163129195	3.88232436387622e-08	3.38435216016514	2.34554530205463e-53	1.88662984713311	1.85658340950239e-29
M8Y62_01835	nirB	nitrite reductase large subunit NirB	-2.29735913952864	4.08544507653189e-08	4.48550687676946	4.34821488071184e-59	2.18527381707603	5.43655390917885e-15
M8Y62_16785	sulA	cell division inhibitor SulA	0.743504968877031	4.30773416560389e-08	0.208208290783366	0.101044536976633	0.949150129283578	7.30923687598866e-15
M8Y62_06110	pdxJ	pyridoxine 5'-phosphate synthase	-1.20307401994655	4.52382232284514e-08	0.888488485467448	5.92393672574734e-06	-0.316278705574783	0.054480216629218
M8Y62_18260	M8Y62_18260		1.90099778999519	4.61061064172663e-08	1.23463046013131	5.75517634834751e-06	3.13014504212535	2.74246168501301e-47
M8Y62_21670	thiP	thiamine/thiamine pyrophosphate ABC transporter permease ThiP	-1.40271057272707	4.64298169937301e-08	1.76950368982189	1.42946036855563e-17	0.364325922262647	0.0856533362505449
M8Y62_08880	dacD	serine-type D-Ala-D-Ala carboxypeptidase DacD	-1.23242496817159	4.66936125622144e-08	1.99894548910843	1.65032063469288e-22	0.760219680918514	1.03568464726564e-06
M8Y62_17300	M8Y62_17300	GrxA family glutaredoxin	1.29445375251774	4.75958704835884e-08	-0.84558862291736	8.72650969779327e-05	0.44455508159671	0.0027481376450299
M8Y62_18950	M8Y62_18950	efflux RND transporter periplasmic adaptor subunit	-2.28818354561954	5.03261569742514e-08	2.56147215821274	4.23996742553542e-20	0.268700450152425	0.505640061667308
M8Y62_18400	dacA	D-alanyl-D-alanine carboxypeptidase DacA	-1.00357575364078	5.14659614865238e-08	1.51789129017112	3.12840790260403e-32	0.510777832616825	0.00056317021016133
M8Y62_24385	malG	maltose ABC transporter permease MalG	2.31481111448186	5.38829554238135e-08	2.78161062664175	1.01001017739175e-20	5.09312793898791	3.96222493843831e-113
M8Y62_01720	ompR	two-component system response regulator OmpR	-0.768857379221035	5.439025597769e-08	-0.228266500179111	0.0939370690900774	-1.00080824379323	3.97109788377729e-17
M8Y62_26735	M8Y62_26735	hypothetical protein	1.25453720365918	5.50096299935444e-08	-1.79954827886767	8.65158982961235e-23	-0.547131941355593	0.000320545548311964
M8Y62_21680	M8Y62_21680	DedA family protein	-0.964621383943155	5.5157166396776e-08	0.688732335365604	3.15510352228929e-06	-0.278790542051102	0.0720151793948985
M8Y62_22735	M8Y62_22735	DUF1998 domain-containing protein	1.58985630833853	5.5842657834959e-08	-2.35831939060254	6.59020835061756e-22	-0.77348548893453	4.63844066407873e-08
M8Y62_23155	lptG	LPS export ABC transporter permease LptG	-0.921052898709828	5.85737468059521e-08	1.09309129162571	1.38279401394459e-12	0.167880186001896	0.240639113142156
M8Y62_13560	M8Y62_13560	hypothetical protein	1.24639128875777	5.87735596059546e-08	-1.17829297318221	1.78466305805034e-10	0.0648298949991239	0.777679618489602
M8Y62_16300	M8Y62_16300	lipoprotein	0.692603539910006	6.3228471544644e-08	-0.297130677174763	0.0193606989571357	0.393112856933826	0.000507116307709233
M8Y62_22460	M8Y62_22460	DUF1127 domain-containing protein	1.65236671218589	6.42663257931668e-08	-2.97996358851353	2.79945359964433e-34	-1.3372110557174	2.69469784970209e-10
M8Y62_08895	M8Y62_08895	FUSC family protein	0.726272336202837	6.4567241764919e-08	0.0267607725734461	0.863874383252966	0.748563416554567	3.03014287399001e-11
M8Y62_07475	M8Y62_07475	hypothetical protein	1.30131695240874	6.49329269818834e-08	-1.74860304912194	1.60708636147207e-26	-0.449672101639906	0.0370247654421891
M8Y62_00385	M8Y62_00385	LysR family transcriptional regulator	-1.16378464051135	6.58412926483593e-08	-0.443271585651019	0.0166510857819543	-1.61208669626431	1.65075636732423e-22
M8Y62_07605	mepA	penicillin-insensitive murein endopeptidase	-1.68437743426403	6.6785252567292e-08	1.54464753155711	2.17301286640592e-15	-0.143811205035629	0.617670784855053
M8Y62_09605	M8Y62_09605	hypothetical protein	2.52307733166507	6.6785252567292e-08	-2.56870025766203	5.436367942296e-13	-0.044284759368302	0.921961709415124
M8Y62_19475	allE	(S)-ureidoglycine aminohydrolase	1.84987997608318	6.6785252567292e-08	-1.78847279586527	5.4849261209122e-11	0.051834642435517	0.87042516168332
M8Y62_02740	rbfA	30S ribosome-binding factor RbfA	1.26835367519965	6.78969118753352e-08	-0.739178282915247	7.41449789405714e-06	0.524645515118446	0.000942970237798884
M8Y62_16935	M8Y62_16935	YcbK family protein	1.58582071504754	7.65324878429727e-08	-0.377871164197732	0.126445190164987	1.20246911025148	6.64332998896982e-15
M8Y62_04735	csdA	cysteine desulfurase CsdA	-1.07224314785104	7.66164184156293e-08	1.88775045253736	4.03758803238674e-29	0.812189259556559	5.28264952093729e-08
M8Y62_18020	cydX	cytochrome bd-I oxidase subunit CydX	1.40786783715012	7.99379601488395e-08	-1.9016310556393	9.8371186674571e-20	-0.493716671715997	0.0192305166536434
M8Y62_21100	btuF	vitamin B12 ABC transporter substrate-binding protein BtuF	-1.16946599578656	8.15438155775985e-08	0.632818586492062	4.66124734881086e-05	-0.539373635698475	0.0067577640638474
M8Y62_21370	yacL	protein YacL	1.14489869399545	8.29319944120483e-08	-2.28900077337442	5.77208141711771e-37	-1.14756781348548	4.0923192091498e-18
M8Y62_26460	M8Y62_26460	hypothetical protein	2.10772827612995	8.38391440660231e-08	-2.16651192900146	1.07369453868957e-19	-0.0611289516366903	0.880228365638871
M8Y62_00975	glyQ	glycine--tRNA ligase subunit alpha	-0.892689994025075	9.13017696242856e-08	1.71097697081584	5.45440245668238e-40	0.815335938431751	1.73083743099553e-09
M8Y62_01660	malP	maltodextrin phosphorylase	1.48831800813747	9.75702878341086e-08	0.512137006662399	5.44754143390502e-05	1.99562955737151	3.29088156713578e-26
M8Y62_26575	M8Y62_26575	VWA domain-containing protein	1.20384057476397	1.13518346763708e-07	-1.51891475995799	5.4431007406605e-14	-0.318867037611295	0.010836108038034
M8Y62_04430	thyA	thymidylate synthase	-0.766235609010359	1.19060783563883e-07	0.758339381431156	3.51352353702913e-08	-0.0121921960279222	0.938672813919824
M8Y62_26630	M8Y62_26630	tellurium resistance TerZ family protein	0.826063391793587	1.21575009383442e-07	-1.50593831151212	1.29137607045337e-32	-0.682430974022908	3.25491681960844e-08
M8Y62_16750	M8Y62_16750	CoA-binding protein	0.816547983334623	1.22991905421656e-07	-1.64840805329231	2.42856209134955e-43	-0.834697962193595	9.96790887055474e-10
M8Y62_09095	clbQ	colibactin biosynthesis thioesterase ClbQ	1.64456114237272	1.23514381448362e-07	-1.9716476459258	4.79627695462901e-17	-0.331536526525385	0.0729186167805598
M8Y62_19365	M8Y62_19365	ATP-NAD kinase	1.59417724019834	1.24930971150409e-07	-3.25548686789697	1.12144146957091e-43	-1.66255733464796	6.65491516983313e-19
M8Y62_25890	rpmH	50S ribosomal protein L34	1.28232809731182	1.28989144513124e-07	-1.41646260071133	2.27462114581638e-13	-0.138971760099908	0.388383254909083
M8Y62_04365	M8Y62_04365	GNAT family N-acetyltransferase	-1.55857188101248	1.31593922862819e-07	2.24169667201014	3.02671667123954e-26	0.68108834271916	0.0064025800893116
M8Y62_20360	hemB	porphobilinogen synthase	-0.853004375688623	1.42321243210706e-07	0.454057329873267	0.00217775550526314	-0.402824799334049	0.0022360969955351
M8Y62_27305	M8Y62_27305	DeoR/GlpR family DNA-binding transcription regulator	-0.663864163295043	1.59626517135369e-07	-0.559682223455569	8.30638172678696e-06	-1.22753162622839	3.99944743506795e-26
M8Y62_26800	M8Y62_26800	YkgB family protein	1.00360901451085	1.63289605770607e-07	-0.925675862401975	1.4443839648423e-16	0.0742468291486555	0.680626441335021
M8Y62_00735	rfaQ	putative lipopolysaccharide heptosyltransferase III	-0.951064735793745	1.66202680125098e-07	0.977212927446269	1.96908311414879e-10	0.0228495333530346	0.906002228597482
M8Y62_09410	M8Y62_09410	FAD-binding oxidoreductase	1.41197224285921	1.90895768470194e-07	-1.49292115577053	7.9286165864628e-13	-0.0814987662230677	0.772371967018188
M8Y62_08335	pbpG	D-alanyl-D-alanine endopeptidase	-1.14927079445902	2.09397503038549e-07	1.65211317278255	2.63288005212249e-28	0.500506765386396	0.00429727453461188
M8Y62_12725	M8Y62_12725	general stress protein	1.88483442267337	2.11898387756978e-07	-2.86412025849135	4.84039671253884e-23	-0.98660679945718	4.30112637253862e-05
M8Y62_09085	clbO	colibactin polyketide synthase ClbO	1.46671638508909	2.16976438341466e-07	-1.7097991641863	1.75632207349687e-19	-0.247898183254183	0.189401824052047
M8Y62_10775	narI	respiratory nitrate reductase subunit gamma	-1.79993080970096	2.24669470017184e-07	3.26870359686861	1.56489617325229e-36	1.46436873606373	5.92682657486739e-11
M8Y62_07445	M8Y62_07445	hypothetical protein	1.53877584104941	2.31610301661237e-07	-2.94281604679292	3.87579403779678e-57	-1.40786938734502	4.04407633480902e-07
M8Y62_15510	ybiX	PKHD-type hydroxylase YbiX	-1.55044466929864	2.33666628966625e-07	3.13368030527706	1.12916027468787e-29	1.58036418262583	3.41739822817759e-32
M8Y62_23165	pepA	leucyl aminopeptidase	-0.698483322638387	2.35913626128303e-07	-0.313399002462734	0.00599150484672832	-1.01481052574347	4.0126054515921e-17
M8Y62_08795	M8Y62_08795	glycosyltransferase family 2 protein	1.71219238697164	2.38860875533808e-07	-2.01567101304725	1.45147206204963e-30	-0.307482206957308	0.231763544904165
M8Y62_04700	cobT	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	2.58794929293818	2.5161220157006e-07	-1.22827171686371	0.00134568914362598	1.35118611099547	6.99968863135305e-10
M8Y62_12955	M8Y62_12955	aspartate aminotransferase family protein	-2.41352334473719	2.56739638647666e-07	2.68860059357348	2.05559227091325e-13	0.26856437397352	0.278502671610199
M8Y62_19875	M8Y62_19875	SmdA family multidrug ABC transporter permease/ATP-binding protein	-1.13230416459403	2.62563293495793e-07	1.52765615694786	5.56195277620321e-18	0.392584255866737	0.0286429419798506
M8Y62_16220	fabG	3-oxoacyl-ACP reductase FabG	1.13576939145414	2.65518776652855e-07	-1.13775350023997	8.96764986957882e-09	-0.00611993649944416	0.969075767549082
M8Y62_06920	hemF	oxygen-dependent coproporphyrinogen oxidase	-1.14022654095775	2.68949938199812e-07	0.312806565785231	0.131739431500061	-0.830312961862566	3.46077201563731e-09
M8Y62_25040	trxA	thioredoxin TrxA	0.596593299759092	2.72371622466789e-07	-0.803460731844507	5.36637412623137e-12	-0.209556265793178	0.0614063893835766
M8Y62_23430	tamA	autotransporter assembly complex protein TamA	-0.884309481715446	2.73169177630186e-07	0.356839190410083	0.0177077831574282	-0.529907095949207	7.48732837690936e-05
M8Y62_26070	M8Y62_26070	H-NS histone family protein	1.15786798352846	2.80606229631855e-07	-1.93356169551842	2.95314064136896e-25	-0.778666978225646	2.46849690047581e-07
M8Y62_05860	recN	DNA repair protein RecN	0.852033463673371	2.96379768781624e-07	0.195352316599456	0.183879755274779	1.04561185937529	7.53158732762989e-14
M8Y62_01425	zntA	Zn(II)/Cd(II)/Pb(II) translocating P-type ATPase ZntA	-0.775156741460617	3.00256304579652e-07	0.750056995912959	8.76888848794551e-11	-0.0281208153820027	0.86910248319131
M8Y62_20035	M8Y62_20035	YajQ family cyclic di-GMP-binding protein	1.09051910929566	3.09125038935476e-07	-1.24283963430547	9.70379733083997e-15	-0.154792661095367	0.381196759509317
M8Y62_03150	dhaL	dihydroxyacetone kinase subunit DhaL	-2.33548220314789	3.11881931903294e-07	3.12943225741964	3.92247194086385e-67	0.792472222062389	0.117998481772279
M8Y62_04005	actS	amidase activator ActS	0.843843172349835	3.13132673179721e-07	-0.760715719579178	3.98422043943556e-08	0.0797600746318692	0.638407479516367
M8Y62_06500	M8Y62_06500	hypothetical protein	1.51636571551157	3.13132673179721e-07	-1.3203826894141	4.55051759079787e-09	0.194293766765571	0.48354693545849
M8Y62_23345	cybC	cytochrome b562	-1.09201534050605	3.49853694145397e-07	0.000798640892758199	0.996650914761046	-1.09463883969229	3.3574146440184e-15
M8Y62_05325	norR	nitric oxide reductase transcriptional regulator NorR	-1.93382618446914	3.62200357945952e-07	2.20142696554741	1.52195405382844e-17	0.265434670301052	0.409741784051484
M8Y62_17065	dmsB	dimethylsulfoxide reductase subunit B	1.28039370166076	3.63952940529557e-07	-0.309304944156857	0.141738946527894	0.96849334488722	5.66660687125431e-11
M8Y62_21470	zapD	cell division protein ZapD	-1.54492267674364	3.85674741832884e-07	1.31894149025911	3.31320533645871e-07	-0.229843124114222	0.239710380291211
M8Y62_08670	M8Y62_08670	polysaccharide biosynthesis tyrosine autokinase	1.75912973140524	3.88245228156707e-07	-2.71068817073384	1.56286632386905e-32	-0.957594299774106	7.4295934266653e-07
M8Y62_10395	pflB	formate C-acetyltransferase	4.97242096664471	3.89230224655297e-07	-6.09143194077435	4.11213425129002e-28	-1.12989040005947	0.0292415230701065
M8Y62_04645	cbiG	cobalt-precorrin 5A hydrolase	1.0554141801265	3.92395047728663e-07	0.312724491435827	0.0806639515069473	1.36371346207858	9.39622022727506e-26
M8Y62_12250	M8Y62_12250	U32 family peptidase	-1.44405021973503	3.9318004419926e-07	1.41578199290696	2.03475978944636e-08	-0.0323244070463658	0.876906059285621
M8Y62_26330	M8Y62_26330	hypothetical protein	1.57256828942107	3.95563463364708e-07	-1.1942682819682	2.47152688549054e-08	0.377313876826225	0.222147229373498
M8Y62_16095	lolC	lipoprotein-releasing ABC transporter permease subunit LolC	-1.17369925898775	4.07472429854904e-07	1.33624520439446	9.47619673629305e-19	0.159527614843043	0.425022070131216
M8Y62_23980	M8Y62_23980	zinc ribbon domain-containing protein YjdM	1.42384564637961	4.23515726697124e-07	0.253493047482963	0.370640183843753	1.67310681185332	4.13196712936758e-23
M8Y62_21140	fhuA	ferrichrome porin FhuA	-1.18807507963624	4.58795012212937e-07	1.88270298224456	1.86586347865102e-25	0.690976498263218	0.000170847406225584
M8Y62_19555	M8Y62_19555	ABC transporter ATP-binding protein	-1.9946523110772	4.59403499930605e-07	1.28964509137806	0.000133308844302011	-0.710671494576919	1.41980549416272e-05
M8Y62_12410	M8Y62_12410	YgdI/YgdR family lipoprotein	1.13010525470054	4.71043581487512e-07	-1.32567158588714	2.54715287697476e-12	-0.20028755193705	0.172978304324013
M8Y62_20100	ribD	bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD	-0.959439345512019	4.93973302862643e-07	1.04832624142477	8.34660531828551e-12	0.085223457086181	0.643195222380463
M8Y62_25080	ppiC	peptidylprolyl isomerase PpiC	1.12257119178106	5.12979084789495e-07	-1.32517327292585	8.65303055624878e-18	-0.205531746846071	0.310511910075541
M8Y62_25230	ppc	phosphoenolpyruvate carboxylase	-0.623433729292219	5.18491336586021e-07	-0.143403941642585	0.264672469769495	-0.769892081570818	6.55784058684295e-13
M8Y62_18640	M8Y62_18640	helix-turn-helix domain-containing protein	1.76414335361173	5.5394371664077e-07	-0.992171255169454	4.26088289332314e-05	0.769529917042184	0.000897969536053207
M8Y62_20925	proS	proline--tRNA ligase	-0.784874196410842	5.60127496311034e-07	0.67597293776417	3.2887293915362e-09	-0.11200630490956	0.489697898133604
M8Y62_23450	M8Y62_23450	DUF1107 domain-containing protein	1.16002301582159	5.63695253869736e-07	-1.46287650295552	8.36988729249974e-13	-0.306626382133156	0.00866853439853766
M8Y62_13210	M8Y62_13210	iron-containing redox enzyme family protein	1.09470635094748	5.64650617114741e-07	-2.55027926981484	1.1117422221848e-37	-1.45980951807879	2.65994887794378e-48
M8Y62_17110	cydC	cysteine/glutathione ABC transporter ATP-binding protein/permease CydC	-1.2811259538682	6.08478604765683e-07	1.86357970550501	2.50583077204734e-17	0.576262780753626	0.000163621027639622
M8Y62_04705	M8Y62_04705		2.33821400336423	6.71250813499638e-07	-1.68169574508568	2.42132590123495e-07	0.64861995669099	0.0257624770446027
M8Y62_10055	M8Y62_10055	YebV family protein	1.41725860782641	6.96996503293566e-07	-1.75461058114267	5.48701655278845e-23	-0.340141635797323	0.109802842421757
M8Y62_01710	M8Y62_01710	RNA-binding transcriptional accessory protein	-0.655104151553806	7.31931134778949e-07	0.676846744856141	3.44659247512145e-09	0.0194755922591995	0.905125810654933
M8Y62_17605	hlyD	secretion protein HlyD	-2.89034437788124	7.3351062525956e-07	0.962009380799908	0.0485086198469197	-1.92682072040314	3.3055754377932e-20
M8Y62_10740	narL	two-component system response regulator NarL	-1.12035333675119	7.39515674860911e-07	0.35611876314698	0.0380497145362064	-0.768433137481144	9.39230859478573e-05
M8Y62_09020	M8Y62_09020	non-ribosomal peptide synthetase	1.11454144485939	7.4317884261688e-07	-0.135123646468933	0.438046093864556	0.975765053669088	1.80206165921764e-11
M8Y62_11915	punC	purine nucleoside transporter PunC	-1.01705678100397	7.43331891284976e-07	1.93613361510422	2.97424959742231e-32	0.917211857165357	1.42595247941087e-09
M8Y62_24460	metH	methionine synthase	-0.67657966214603	7.61712306699322e-07	0.453240910124568	0.000340529385441572	-0.226378329952539	0.0590306583277229
M8Y62_06725	bepA	beta-barrel assembly-enhancing protease	0.609908065826384	7.72958140891705e-07	0.357622997590039	0.00575654779884988	0.96374672541022	1.16253155086599e-17
M8Y62_16910	M8Y62_16910	Lrp/AsnC family transcriptional regulator	1.45977593508617	7.81573649792839e-07	-1.30048946410396	5.98988991095887e-08	0.153630519833489	0.561001080563795
M8Y62_05440	yqaB	fructose-1-phosphate/6-phosphogluconate phosphatase	0.46106253163316	8.23465116741606e-07	-1.33902381113016	1.06979682066687e-39	-0.88148984887313	1.59662790434851e-18
M8Y62_16800	M8Y62_16800	Lon protease family protein	-0.795045610283361	8.24248332223327e-07	1.47712170236955	1.46027752486792e-24	0.677697194305598	3.93585592329375e-07
M8Y62_11840	M8Y62_11840	hypothetical protein	-1.30477382654415	8.60633399012946e-07	0.239063792311071	0.349029769759905	-1.069610176487	3.12302846528397e-19
M8Y62_27465	M8Y62_27465	type IV secretion system protein	1.10306305945127	8.86473918604287e-07	-2.85063747128022	2.14601922410938e-68	-1.74919804596602	1.51707853047084e-23
M8Y62_27180	M8Y62_27180	ATP-binding protein	2.41220983022413	9.06270166423028e-07	-3.58357621903577	7.19201388926666e-23	-1.17315278603871	0.000587392451639042
M8Y62_09745	M8Y62_09745		2.13593545073824	9.10338204555451e-07	-0.00146234861785961	0.996650914761046	2.1317306940185	7.86317995348006e-16
M8Y62_18395	rlpA	endolytic peptidoglycan transglycosylase RlpA	-0.959015137368802	9.46620616332887e-07	0.840530501784822	2.79258243164399e-07	-0.122450679928066	0.420757417395886
M8Y62_12655	adhP	alcohol dehydrogenase AdhP	1.00920908087859	9.53645241942302e-07	-1.80476972317401	2.26809375033268e-46	-0.797969168952626	1.15058735663236e-07
M8Y62_19655	M8Y62_19655	YbaB/EbfC family nucleoid-associated protein	1.11300337987722	9.57405611875035e-07	-1.83444919256385	1.27435360183597e-20	-0.726127193783851	9.81771049892838e-10
M8Y62_03420	tolC	outer membrane channel protein TolC	-0.69574228482525	9.68450915960711e-07	-0.119296777770548	0.274980213642128	-0.817618262659554	8.85176229153879e-11
M8Y62_04665	M8Y62_04665	cobalt-factor II C(20)-methyltransferase	1.40440325901282	1.07764788119168e-06	-0.0271452784618183	0.911904333659118	1.37172747288927	9.6291474291972e-17
M8Y62_05540	M8Y62_05540	DUF883 domain-containing protein	1.43499594300855	1.10786838213424e-06	-3.41036037478121	2.28024622089708e-86	-1.97594614129803	7.44147277826282e-27
M8Y62_14580	M8Y62_14580	MarR family transcriptional regulator	-1.53455104624244	1.13120226678747e-06	1.30107550869304	1.13455351085329e-08	-0.236357797147514	0.382406444590819
M8Y62_02750	rpsO	30S ribosomal protein S15	1.50002770716689	1.15427005066549e-06	-0.207984001961924	0.474980590687138	1.28652235864118	6.81873140198875e-23
M8Y62_23945	M8Y62_23945	plasmid partitioning/stability family protein	-1.11840405821897	1.20306494056022e-06	0.794812234680978	2.09819106539176e-05	-0.32465400855339	0.12213217318383
M8Y62_17495	ompX	outer membrane protein OmpX	-1.09249177253876	1.20887501583799e-06	0.440730110115008	0.00163125118235508	-0.653331112398147	4.73462637980291e-05
M8Y62_17345	dacC	serine-type D-Ala-D-Ala carboxypeptidase	-1.11951278115346	1.22988098362309e-06	0.378439624444914	0.0546741814590254	-0.743535453966359	2.1945069035529e-07
M8Y62_02055	rplX	50S ribosomal protein L24	1.02764975669566	1.25948201136223e-06	-0.470812143807173	0.00211892780571171	0.552868194609152	0.000166518523289512
M8Y62_03155	dhaK	dihydroxyacetone kinase subunit DhaK	-2.2071495055571	1.27428126957539e-06	2.6497126435999	6.58008305607173e-69	0.443352484511125	0.414407673169435
M8Y62_09070	clbL	colibactin biosynthesis amidase ClbL	1.72586465798089	1.27906870740226e-06	-1.23562654977674	9.94188969939517e-11	0.484985672289913	0.0361995729291908
M8Y62_21955	arcA	two-component system response regulator ArcA	0.696744397537277	1.28550795631652e-06	-0.71740405085772	7.4508497204888e-07	-0.0238378067635506	0.853833795426459
M8Y62_07130	M8Y62_07130	ion channel protein	-1.615851666571	1.38368940165461e-06	1.44860477325629	6.14933362591973e-09	-0.168681460146013	0.45644142664242
M8Y62_24300	pspG	envelope stress response protein PspG	1.70760325700275	1.51115615830356e-06	-1.1174022022215	1.90391110814098e-09	0.587217858454145	0.0177859621166453
M8Y62_07600	aroC	chorismate synthase	-0.709543533376325	1.57376286766835e-06	0.146011173569171	0.310532813073972	-0.566776471217585	2.54278970369536e-05
M8Y62_22595	M8Y62_22595	DUF1294 domain-containing protein	-1.88260386261009	1.59827044937553e-06	0.337781108631945	0.294654152106755	-1.5471503208761	2.02802370989241e-10
M8Y62_02650	cgtA	Obg family GTPase CgtA	0.964091817742391	1.6178581493369e-06	0.432777385876879	0.000102715617981575	1.3930866664281	6.47960225314964e-21
M8Y62_07290	M8Y62_07290	DNA replication protein	1.79705489222551	1.65801357761622e-06	-2.3153120843268	9.47619673629305e-19	-0.518152242611903	0.0925251870891044
M8Y62_01980	bfd	bacterioferritin-associated ferredoxin	1.80637327517272	1.66016324557523e-06	-1.1395194019777	6.50095780782743e-06	0.663616977491824	0.0355537142175817
M8Y62_27030	M8Y62_27030	TonB-dependent receptor family protein	-0.786850976337579	1.68901134768306e-06	-0.0432929872086142	0.817822821895621	-0.832933691837398	7.58715115829368e-11
M8Y62_15545	M8Y62_15545	YniB family protein	1.03805641897081	1.69979921067748e-06	-1.20367180186873	1.75383253732152e-13	-0.1685227447186	0.407155953736189
M8Y62_24360	malM	maltose operon protein MalM	2.1032194380058	1.83263637499763e-06	3.61881223170403	5.00552471977107e-39	5.71803627137131	3.41836067836101e-129
M8Y62_02960	M8Y62_02960	hypothetical protein	2.12453510737776	1.84940034513888e-06	-1.71001517839549	6.46249452204053e-06	0.410155051831505	0.0227307642045218
M8Y62_20025	M8Y62_20025	Gfo/Idh/MocA family oxidoreductase	-1.35634554731115	1.90172733121872e-06	-0.921188853615393	1.42242475115495e-07	-2.27926641295825	5.33128278197582e-37
M8Y62_18665	entB	enterobactin biosynthesis bifunctional isochorismatase/aryl carrier protein EntB	-2.6055883734162	1.95695544486176e-06	2.58658667910391	2.49346909950713e-13	-0.0248485924133676	0.969075767549082
M8Y62_09995	M8Y62_09995	YebG family protein	1.09949280466312	2.11029390904781e-06	-0.814331212113349	3.51577182119407e-06	0.282516170591431	0.0839997896147343
M8Y62_02720	M8Y62_02720		0.967401134268794	2.24839858385334e-06	0.943353388681292	1.14998991076012e-07	1.90526822395869	1.5374714042559e-32
M8Y62_18590	M8Y62_18590	histidine phosphatase family protein	-1.33671207623552	2.24839858385334e-06	0.916455400014501	9.18904405225422e-05	-0.426587294199722	0.072992529015056
M8Y62_07440	M8Y62_07440	HK97 gp10 family phage protein	1.84770460780128	2.25169866506292e-06	-3.03525614126222	9.32657287182407e-39	-1.19177263539959	0.000221027948909943
M8Y62_25620	M8Y62_25620	serine/threonine protein kinase	-0.711276530860175	2.26357236084643e-06	0.420583524218988	0.000108855632523383	-0.293224533611978	0.0326315720406019
M8Y62_03560	M8Y62_03560	DUF2623 domain-containing protein	-1.4655895000646	2.35088946563457e-06	1.1168333646907	5.08430420855911e-07	-0.353861695266388	0.215187938255685
