Geneid	gene_name	product	interaction_log2FC	interaction_padj	NK01067_log2FC	NK01067_padj	dwbbM_log2FC	dwbbM_padj
M8Y62_18040	sucC	ADP-forming succinate--CoA ligase subunit beta	-1.4295470138916	6.06410643255997e-18	-0.0986644534656382	0.525666032547894	-1.53073475080318	1.2983037287051e-35
M8Y62_04660	M8Y62_04660	sirohydrochlorin cobaltochelatase	2.03301266392362	7.09307800371966e-18	-1.17934691079973	2.35619847083356e-10	0.848412829417355	5.60522565126834e-09
M8Y62_16150	ycfP	alpha/beta hydrolase YcfP	1.48757623559077	8.82211290693349e-18	-0.686650683367603	1.6466093239093e-06	0.798390149753177	3.31373128328264e-10
M8Y62_18800	ivy	Ivy family C-type lysozyme inhibitor	0.996153730739244	9.71152130830553e-18	-1.98842795279385	5.13177426798972e-86	-0.994614750102515	2.17889339700055e-19
M8Y62_05405	csrA	carbon storage regulator CsrA	1.68982944649471	1.01151402113258e-17	-3.95106213605272	2.99771444820216e-104	-2.26326308665788	9.03151792056485e-100
M8Y62_10385	tdcC	threonine/serine transporter TdcC	4.05592708084922	1.0406532536128e-17	-4.35014845895547	2.79122805136844e-48	-0.30195649564725	0.300413932770086
M8Y62_11280	M8Y62_11280	iron ABC transporter permease	-3.30557779578035	1.29164939836918e-17	3.56664339318209	1.42001764004528e-25	0.247418273909736	0.449990330679347
M8Y62_26715	M8Y62_26715	Lrp/AsnC family transcriptional regulator	1.74041249880458	1.96923158268606e-17	-2.68784135012171	7.68217464835316e-54	-0.946804094369666	3.16929425152983e-08
M8Y62_10965	thrS	threonine--tRNA ligase	0.962226227229868	2.3140184945007e-17	-0.22389951856574	0.0486817452529541	0.734649581614195	2.3383975394938e-12
M8Y62_03015	M8Y62_03015	DedA family protein	-1.43452593894723	2.49419843007105e-17	1.10634315145581	1.46698360810625e-26	-0.330897455840146	0.0276784292069309
M8Y62_03010	mzrA	EnvZ/OmpR regulon moderator MzrA	-1.51557349925126	2.67970228499526e-17	0.571938275713321	0.000300213870979559	-0.947023500806974	2.13686924184135e-12
