Geneid	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
M8Y62_01260	234.760091178728	-1.55546781215764	0.185912390459927	-8.36667103418754	5.92688669634509e-17	4.74779544902674e-16
M8Y62_16290	3965.93959582337	-1.24469261931391	0.148821209405246	-8.3636776255766	6.07928887483695e-17	4.86251138899591e-16
M8Y62_27185	367.994853590119	-1.86436925208968	0.222938649073538	-8.36270094861257	6.12984535448689e-17	4.89554265697465e-16
M8Y62_11850	64.224192920759	2.78318820196031	0.333009852484557	8.35767524953147	6.39662413269641e-17	5.10089770581688e-16
M8Y62_07460	67.8910812786075	-2.65272139575284	0.31745362379535	-8.35624858849601	6.47442025453695e-17	5.15515962134591e-16
M8Y62_00995	31097.9777616525	1.35035568510879	0.161702988777242	8.35083937112011	6.77795466735647e-17	5.38872877087423e-16
M8Y62_26620	508.948403357058	-1.16162755557327	0.139265963823329	-8.34107289162837	7.36194957282945e-17	5.84423834707947e-16
M8Y62_10305	544.465612707612	-1.24498245236259	0.149374072033219	-8.33466233742174	7.77196717887279e-17	6.16047833203905e-16
M8Y62_23590	579.931149547059	1.90182837902966	0.228343895157521	8.32879012472701	8.16727076630125e-17	6.4641258295561e-16
M8Y62_09485	117.77462058367	-1.94562873681831	0.234055339313836	-8.31268683091007	9.35591876234775e-17	7.39383295912295e-16
M8Y62_27115	135.391977965322	-1.6357280123625	0.19705202519246	-8.30099569271056	1.03242437339123e-16	8.14690695838723e-16
M8Y62_08300	78.3243627434249	3.23728442439681	0.390443131830668	8.29130841466765	1.12009433812862e-16	8.82554212471836e-16
M8Y62_15275	759.577804797876	1.67045691790016	0.201477063459004	8.2910525358141	1.12250688337425e-16	8.83138972083286e-16
M8Y62_21295	461.862074618253	1.31879180692682	0.159222748131614	8.28268461888816	1.2042905162634e-16	9.46074882538573e-16
M8Y62_10940	2999.47737745105	-1.1640163857667	0.140554883998361	-8.28157907184691	1.21552580829094e-16	9.53484413714269e-16
M8Y62_06230	348.588191144423	1.73194103649486	0.209150594133449	8.28083249617637	1.22317139657111e-16	9.58060322025398e-16
M8Y62_08135	220.962836059493	1.52354938997771	0.183990966011351	8.28056628543228	1.22590908006189e-16	9.58784216906389e-16
M8Y62_08120	189.271689797409	1.79891454781185	0.217332299302562	8.27725355865059	1.26048639816857e-16	9.84370987757348e-16
M8Y62_24545	8094.94641926041	-2.04108324614135	0.246899143441193	-8.26687050304611	1.37521198604676e-16	1.07238138203971e-15
M8Y62_04730	113.953013091561	1.81619537937619	0.219711127371807	8.26628765279934	1.3819487606871e-16	1.07604758435238e-15
M8Y62_13070	54.4461376196367	-2.59441657553618	0.313942111790075	-8.26399669908253	1.40874510474275e-16	1.09529931893749e-15
M8Y62_24495	383.673860394017	-1.36632135393143	0.165360641999892	-8.26267567304392	1.42442879448215e-16	1.10586711254437e-15
M8Y62_02320	502.158038727619	1.64297568554795	0.198925038732401	8.25927040666872	1.46565557299027e-16	1.13620542733131e-15
M8Y62_10070	179.93261281868	1.47070716162379	0.178147477447402	8.25555984680178	1.51191841833292e-16	1.17035324710485e-15
M8Y62_21335	2580.41115131673	-1.40332475271418	0.170032308771163	-8.25328293696723	1.54101636376318e-16	1.19113355485613e-15
M8Y62_03585	1757.61334103097	-0.805747340888204	0.0976387404073094	-8.25233239928077	1.55332656133058e-16	1.19889598974522e-15
M8Y62_26050	1496.9724396124	-1.41579379038691	0.171646529231431	-8.24831003997755	1.60650132178574e-16	1.23813010033254e-15
M8Y62_18720	138.396030207768	1.94464385352634	0.235904822189515	8.24334083329631	1.67467651088675e-16	1.28879399025593e-15
M8Y62_09495	231.913734764834	-1.46523058821012	0.177950189154613	-8.23393667166632	1.81159484176615e-16	1.39213690820024e-15
M8Y62_15260	262.346621726551	1.44622387307259	0.175718055307787	8.23036580127973	1.86642596585291e-16	1.43219072299918e-15
M8Y62_05980	2021.08893992172	1.33850178112186	0.162871144702471	8.2181640189673	2.06642226558241e-16	1.58335862581655e-15
M8Y62_06315	713.483144463472	1.58214871857335	0.192565899083152	8.21614172657934	2.10155075680396e-16	1.60794484098735e-15
M8Y62_25050	1500.45765343875	0.964788266482681	0.117461058794708	8.21368610484674	2.14499861248979e-16	1.63881613644993e-15
M8Y62_16700	393.110969026561	-2.06787091416209	0.252053176698844	-8.20410574167375	2.32313569187418e-16	1.77235474789881e-15
M8Y62_12975	64.630918556222	2.73005448723635	0.333126126608906	8.19525779928233	2.50056646866359e-16	1.90222948486682e-15
M8Y62_26225	748.020756608793	-1.54705673837891	0.188771360995673	-8.19539961050751	2.49762000588126e-16	1.90222948486682e-15
M8Y62_25205	3443.94134542858	-0.969710345106091	0.118559442395744	-8.17910683038859	2.85955506017796e-16	2.1721936211438e-15
M8Y62_07605	146.834084993454	1.54464753155711	0.188857881836664	8.17888836057695	2.86474365024575e-16	2.17301286640592e-15
M8Y62_24295	1300.12668862845	-1.80934725397765	0.221246240930433	-8.17797964100353	2.88642521430885e-16	2.18632236505027e-15
M8Y62_19755	905.011551730033	-1.0367187954274	0.126775507002831	-8.1775953410642	2.89564299660805e-16	2.19016659843587e-15
M8Y62_00980	1477.69766111268	0.978138361438789	0.119699058460568	8.17164624365873	3.04209447435361e-16	2.29765049798679e-15
M8Y62_06400	38.2688773602268	-2.84967061807931	0.348855585101363	-8.16862547076984	3.11922876166177e-16	2.3525481402148e-15
M8Y62_15865	1367.82138799018	-1.48809631116576	0.182311771048864	-8.16237099011515	3.28511373484482e-16	2.47413052936247e-15
M8Y62_26645	3801.7659265183	-1.65125159460862	0.202374128578238	-8.15940064181794	3.36691108250355e-16	2.53212786531953e-15
M8Y62_17785	958.713605386813	-2.53765785541695	0.311072516795967	-8.15776938944883	3.41268299872934e-16	2.56290554180143e-15
M8Y62_17730	108.45085159311	1.98158606861657	0.243696160461465	8.13137993173231	4.24430793232499e-16	3.18292993449677e-15
M8Y62_20955	502.846688079883	-0.959401851975947	0.118010832381967	-8.12977785692284	4.30077852757396e-16	3.22071049224979e-15
M8Y62_21525	1526.55936350834	1.1435428641896	0.140719300069391	8.12641097294898	4.42188003985324e-16	3.3067156677092e-15
M8Y62_00140	145.474131594471	2.2092455005445	0.272049205518683	8.12075703853795	4.63284663636534e-16	3.45958476927451e-15
M8Y62_24690	188.936546555802	-1.46970295477857	0.181135935162773	-8.11381216796024	4.90559488757259e-16	3.65809311291908e-15
M8Y62_00855	300.684543233223	-1.80812492068137	0.223138488184523	-8.10315125549365	5.35535884775714e-16	3.98785665184394e-15
M8Y62_21870	735.466063107602	2.09840051735739	0.259016813861601	8.10140656922226	5.43273598093304e-16	4.03978553181336e-15
M8Y62_20195	134.9122638082	-1.86735385133157	0.23060967154927	-8.09746546528777	5.61160269510074e-16	4.16693025969068e-15
M8Y62_01705	228.933992737511	1.45170089582033	0.179414307494753	8.09133293822057	5.90152962537391e-16	4.3760711261363e-15
M8Y62_09600	759.191549211116	-1.51846089934535	0.188004380984149	-8.07673146442993	6.65258236906338e-16	4.92607884947312e-15
M8Y62_15730	8425.58723232102	-1.13436580765601	0.140501493024664	-8.07369219526282	6.82036828896616e-16	5.04325694318379e-15
M8Y62_01875	426.049633279432	1.52364608091623	0.188788874812749	8.07063489534258	6.99335505926272e-16	5.16394807239134e-15
M8Y62_01430	609.428934656278	-1.24186144229432	0.15393402892368	-8.067491320649	7.1757304960619e-16	5.29122554151733e-15
M8Y62_22710	89.4957577407328	-1.72865633507235	0.21429655023857	-8.06665498416976	7.22503488587006e-16	5.3201614821163e-15
M8Y62_11160	114.394399023932	2.20605405649403	0.27355729139529	8.06432190215793	7.36434784326746e-16	5.41520264914535e-15
M8Y62_25325	965.854937310369	1.47825923193296	0.183333125607555	8.0632413102329	7.42976570417789e-16	5.45571823305396e-15
M8Y62_04795	445.539955908403	-1.35102786844724	0.167603794116526	-8.06084298728905	7.57701004486377e-16	5.55612373192715e-15
M8Y62_25320	374.234801528187	1.8172196257007	0.225518541887338	8.05796104609671	7.75775300755085e-16	5.68078118433814e-15
M8Y62_03005	5069.67334534135	-1.61517563783987	0.200450745211321	-8.05771829951096	7.77316957838512e-16	5.68419744964345e-15
M8Y62_06320	1413.55322378799	1.0795142150405	0.134281339639852	8.03919753806298	9.04287017394505e-16	6.6035434543712e-15
M8Y62_19920	2869.14108373183	-1.60755802405925	0.200098037676987	-8.0338520193501	9.44591152565689e-16	6.88834954981352e-15
M8Y62_03855	1630.50768380302	-1.33777416862399	0.166533197952622	-8.03307799928624	9.5057192133782e-16	6.92241563100972e-15
M8Y62_08700	5391.42349140437	-2.62056654385493	0.326420200634132	-8.02819966032736	9.89134131127516e-16	7.19333170738814e-15
M8Y62_24470	1275.42831830951	-4.35604194339939	0.542924391196066	-8.02329387670906	1.02946664233393e-15	7.47636007969709e-15
