	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
M8Y62_09685	147.833248809294	1.06538441338338	0.255856251674745	4.16399601889636	3.12725568760084e-05	0.000208627584579343
M8Y62_09700	909.86725311814	1.03571466970452	0.306828913590492	3.37554455864233	0.000736697614294982	0.00333734472721609
M8Y62_09745	142.043234782678	2.13593545073824	0.397872646785129	5.36838977998844	7.94427171174965e-08	9.10338204555451e-07
M8Y62_09750	50.8443908340624	1.91494617060233	0.481302573387383	3.97867428201149	6.9300602981869e-05	0.000423530236844365
M8Y62_09755	36.9201066369277	1.47073683870731	0.613665263236388	2.39664345827698	0.0165460150773505	0.0464004019864306
M8Y62_09775	75.1183997598472	1.81121749315615	0.298895915132133	6.05969302844257	1.36381572799569e-09	2.12651267617393e-08
M8Y62_09815	881.249984213778	2.26156658248387	0.229900974771447	9.83713350816444	7.78986876968222e-23	1.1833923499543e-20
M8Y62_09875	4332.07083013339	1.01116253327792	0.241378707056829	4.18911239357933	2.80047679649134e-05	0.000188721611241375
M8Y62_09935	261.377484689204	-1.04565122473082	0.282702765323799	-3.69876546320007	0.000216650679469042	0.00116592273556366
M8Y62_09990	179.872348744226	-1.87684513946443	0.438010015619406	-4.28493658258092	1.82791321854236e-05	0.000129242215199331
M8Y62_09995	801.299743279137	1.09949280466312	0.211302551089296	5.20340525466953	1.95669531156774e-07	2.11029390904781e-06
M8Y62_10000	2067.07944115741	-1.56061849151387	0.25889601873568	-6.02797408448057	1.66027664257615e-09	2.54400314368224e-08
M8Y62_10005	1117.29881405294	-1.27672020509126	0.179866627863621	-7.09814944692964	1.26438421304865e-12	3.15621167172754e-11
M8Y62_10040	143.778804599588	-2.24819901839021	0.264442669129491	-8.50165000145768	1.86914647200248e-17	1.06862922490723e-15
M8Y62_10055	386.901783221267	1.41725860782641	0.261398243359975	5.42183677139209	5.89897360319926e-08	6.96996503293566e-07
M8Y62_10090	10134.6225550107	-1.19173453396293	0.264757744772037	-4.50122633802098	6.75625129278735e-06	5.28279237113975e-05
M8Y62_10125	18668.1652729546	3.35161213837284	0.402525702377576	8.32645497809473	8.32992013389811e-17	4.06331975705837e-15
M8Y62_10185	133.894285936578	-1.09562744438031	0.269339430747123	-4.06783158834615	4.74526560245726e-05	0.000305085576883498
M8Y62_10190	100.224052471773	1.01816729856128	0.282845810680196	3.59972557526221	0.000318553188313005	0.0016192612832316
M8Y62_10225	276.68193517297	1.09651784718517	0.286532344480798	3.82685539104525	0.000129790710870907	0.000740447649893363
M8Y62_10350	39.059872216105	1.65128157961775	0.407071428402158	4.05649098513099	4.98154842957017e-05	0.000319504137515375
M8Y62_10375	1169.22838723094	2.04035657820052	0.330564484706979	6.17234056468329	6.72863674883626e-10	1.10080497210961e-08
M8Y62_10380	2771.27411910066	3.63757458808929	0.364970168840102	9.96677235196985	2.13039677885484e-23	3.65397408811973e-21
M8Y62_10385	1881.05619675453	4.05592708084922	0.447108539599652	9.07145966051323	1.1743312999204e-19	1.0406532536128e-17
M8Y62_10390	1983.42572103961	4.16187643248668	0.535105858592776	7.77766934458838	7.38728471923362e-15	2.6012048246467e-13
M8Y62_10395	5732.74995393964	4.97242096664471	0.89881492676346	5.53219669431825	3.16244982228866e-08	3.89230224655297e-07
M8Y62_10400	39.8080274591578	3.89743584929923	0.805561932222309	4.83815792852493	1.31047997812604e-06	1.17898850147143e-05
M8Y62_10405	129.49552088709	2.47008209695568	0.614765696682607	4.0179244064604	5.87130248333191e-05	0.00036987814341085
M8Y62_10410	31.1727002696571	1.48104735160143	0.53184131531404	2.78475422829251	0.00535683092030808	0.0179133773605522
M8Y62_10415	56.2102641557592	1.96412692929633	0.696602764233459	2.81957957984512	0.004808660580311	0.0163580603362211
M8Y62_10435	4328.94117043726	1.07823239277715	0.126803960847661	8.50314442521647	1.84523105383901e-17	1.06642320796326e-15
M8Y62_10460	53.2458368454324	-1.25868681751732	0.406553568501391	-3.09599254572283	0.00196155292599879	0.00766880654965849
M8Y62_10545	17.8659403516078	1.44161856187621	0.532563937137892	2.70693988335703	0.00679065529309325	0.0218691182273633
M8Y62_10620	5330.93815841817	1.63277133890754	0.264813347602981	6.16574411254927	7.01524520606652e-10	1.13837295207778e-08
M8Y62_10645	670.180410035526	-1.1337634742233	0.155973368802585	-7.26895548212659	3.62277757745848e-13	9.98047066287397e-12
M8Y62_10665	111.31856547851	1.12254638721733	0.249468477673646	4.4997524243758	6.8032650290413e-06	5.31174157994311e-05
M8Y62_10695	397.063409627667	1.0281734580564	0.215571225531319	4.76953014263502	1.84656112284748e-06	1.62821981595026e-05
M8Y62_10740	166.839379220915	-1.12035333675119	0.207087254669641	-5.4100545131976	6.30055671829966e-08	7.39515674860911e-07
M8Y62_10750	185.123328476146	-3.67641763666883	0.358935730147426	-10.2425513201453	1.27820469174039e-24	2.51711642443838e-22
M8Y62_10760	976.433031073809	-2.88838890603798	0.231756108701507	-12.4630540365092	1.18734868281124e-35	5.73921176955215e-33
M8Y62_10765	592.074662427486	-2.37188274332063	0.282811173831601	-8.38680703872387	4.99523918755506e-17	2.6038908588461e-15
M8Y62_10770	115.691175941534	-2.94674714554062	0.450548679851093	-6.54035241322765	6.1374037227492e-11	1.20415408095415e-09
M8Y62_10775	179.593670085352	-1.79993080970096	0.319270472200018	-5.63763631913111	1.72400119930433e-08	2.24669470017184e-07
M8Y62_10915	593.741713823106	1.45555551533833	0.165583562133535	8.79045900802939	1.48950151783951e-18	1.05595727604702e-16
M8Y62_10950	2420.87720185814	-1.38087218213075	0.213103484251884	-6.4798198254637	9.18322125397492e-11	1.75637364774765e-09
M8Y62_10960	417.637038181074	-1.03732054935129	0.243674922349968	-4.25698524635818	2.07202023468406e-05	0.000144389666943842
M8Y62_10970	12476.0372907687	1.62982313778086	0.165351218423482	9.85673497492295	6.40999270251066e-23	1.00240974115439e-20
M8Y62_10975	3287.85943037279	2.1320083496733	0.344447944546465	6.18963876379206	6.03022475928488e-10	1.00826116494081e-08
M8Y62_10980	3985.15995763302	2.11817182916816	0.299548968711549	7.07120387788032	1.53595277528092e-12	3.79844693310169e-11
M8Y62_10995	2490.2929194123	1.21900950931201	0.260876795113287	4.67274028256385	2.97207496747655e-06	2.49251145143105e-05
M8Y62_11000	6775.75209018378	1.74612696927331	0.124151641454027	14.0644694570541	6.27919970645892e-45	5.56441747320701e-42
M8Y62_11005	40.2508222163718	1.22488397726669	0.45343022652915	2.70137257201123	0.00690539359061844	0.0221581036338674
M8Y62_11015	257.121271657573	1.10234398956849	0.460779217057145	2.39234746004567	0.0167409853813774	0.0467990637606643
M8Y62_11080	13.1107110284837	2.39874359529033	0.66870430599908	3.58715141172372	0.000334310216463091	0.00168486011462963
M8Y62_11095	86.0297786584817	1.09528805140511	0.445864510573677	2.45654907585231	0.0140278640623695	0.0404260993060265
M8Y62_11100	3726.25011021701	1.80988554567057	0.269695019600391	6.71086009801846	1.93480545192684e-11	4.11494423515801e-10
M8Y62_11115	433.727557390759	1.02577587395533	0.4323707448552	2.3724451438056	0.01767078690088	0.0490629628992057
M8Y62_11135	74.0823733944884	-1.48485331262807	0.346881739721997	-4.28057502772581	1.86411027588804e-05	0.000131626485217752
M8Y62_11160	98.5715611531518	-1.05476827852939	0.333186790193877	-3.16569656892951	0.00154712088799548	0.00625554506575814
M8Y62_11190	198.647915032576	-1.05141803619984	0.439020400638291	-2.39491840167605	0.0166240644214934	0.0465947024402111
M8Y62_11195	644.578474722839	-1.2158574541108	0.494221746189615	-2.46014559959148	0.0138880660546109	0.0400773148103498
M8Y62_11205	420.853884518236	-1.30352591268364	0.538505860474572	-2.42063458981648	0.015493442689048	0.0439587165302391
M8Y62_11210	444.220112323126	-1.52607603823231	0.468116906434441	-3.26003187933576	0.00111399691832586	0.00475752740139648
M8Y62_11220	1727.66499123689	-1.08291642434805	0.248393353104503	-4.359683585786	1.30250641346832e-05	9.5129486269383e-05
M8Y62_11225	60779.0726293394	2.04074946016271	0.159417791869517	12.8012653809248	1.6130124013212e-37	8.57638693782483e-35
M8Y62_11270	145.610626423201	-2.85471337041025	0.308856010298736	-9.24286164173743	2.39991217006518e-20	2.47609075239056e-18
M8Y62_11275	119.095370432219	-3.39398892210962	0.32098200720345	-10.5737668964055	3.94330528387801e-26	9.11589312799105e-24
M8Y62_11280	91.2720940562546	-3.30557779578035	0.365415295623162	-9.0460849213856	1.48186220237954e-19	1.29164939836918e-17
M8Y62_11285	212.339461826539	-3.32738725929593	0.464081229724103	-7.16983805027855	7.50865377313165e-13	1.9286720826928e-11
M8Y62_11400	17.2776968275074	-2.19102961902693	0.60820244297804	-3.60246763939099	0.000315210650788048	0.00160687922362421
M8Y62_11425	797.990382556445	1.12064837913461	0.132175722748826	8.47847362457159	2.2816745518323e-17	1.27701722022025e-15
M8Y62_11485	728.285526189638	1.03230225266765	0.143057064725377	7.21601729106729	5.35322534757477e-13	1.42315495865275e-11
M8Y62_11500	560.078178727584	1.18804431959641	0.153031253284496	7.7634097225078	8.26759785292874e-15	2.87312534536092e-13
M8Y62_11505	510.420935963523	1.07268440692301	0.139130603729053	7.70990981259585	1.25906681794845e-14	4.23699890571638e-13
M8Y62_11510	405.42276133618	1.07030191918457	0.172818745377302	6.19320500706021	5.8952969869772e-10	9.91939686068284e-09
M8Y62_11515	319.529510066433	1.3353292868142	0.170412958539148	7.83584357821848	4.65705348603738e-15	1.67307793143654e-13
M8Y62_11525	26.2638079420392	1.62348349864564	0.536098355586473	3.02833142785825	0.00245908229499465	0.00929938873576569
M8Y62_11625	8.06523827065474	3.44474001606919	1.13234293759014	3.04213494138118	0.00234906560894175	0.00892779259667141
M8Y62_11670	53.7295368799914	1.49199118182713	0.337192364200229	4.42474783011743	9.65550021554001e-06	7.36560898795211e-05
M8Y62_11675	2572.79089597854	2.36429037549915	0.237004931117481	9.9757011989223	1.9472114130649e-23	3.45110769442202e-21
M8Y62_11805	42.5264666082318	-1.057878614372	0.362842037670122	-2.91553487342548	0.0035507942159801	0.0127306627419866
M8Y62_11835	597.194701542399	-1.63033081882567	0.220129795917465	-7.4062250956565	1.29945199345398e-13	3.73469526983503e-12
M8Y62_11840	3084.72171125207	-1.30477382654415	0.242537569077653	-5.37967718364657	7.46195217124258e-08	8.60633399012946e-07
M8Y62_11845	235.074393673845	-2.52984547779399	0.250243473728793	-10.109536285193	5.01209413139678e-24	9.18941534366782e-22
M8Y62_11850	43.9073500446096	-1.82733796080193	0.481336381702513	-3.79638446264656	0.000146821742055366	0.000826085928580298
M8Y62_11870	71.9601849950333	1.74382875949627	0.515192686608937	3.38480883914399	0.000712278403498273	0.00325080194969984
