Geneid	SRR35308233	SRR35308234	SRR35308235	SRR35308236	SRR35308237	SRR35308238	SRR35308239	SRR35308240	SRR35308241	SRR35308242	SRR35308243	SRR35308244
M8Y62_07065	270	297	260	44	57	57	557	323	317	109	120	86
M8Y62_07070	88	121	106	11	19	29	169	113	112	28	32	18
M8Y62_07075	970	1104	1144	912	1027	1141	3190	2224	2247	1142	1201	725
M8Y62_07080	264	354	371	150	192	224	811	687	489	269	238	252
M8Y62_07085	216	271	247	105	157	169	466	375	257	207	229	194
M8Y62_07090	3	4	5	1	2	2	3	1	4	8	8	2
M8Y62_07095	0	3	1	1	0	3	6	1	5	2	3	2
M8Y62_07100	150	155	180	114	166	151	796	545	657	149	128	160
M8Y62_07105	477	494	488	169	190	193	843	489	419	178	188	83
M8Y62_07110	256	269	276	273	224	229	475	298	278	297	302	148
M8Y62_07115	4439	4479	4823	2299	2350	1938	5217	3481	3670	1516	1636	1559
M8Y62_07120	256	304	282	347	307	354	741	525	523	216	275	178
M8Y62_07125	232	337	476	662	627	520	1689	1411	947	603	674	300
M8Y62_07130	211	289	317	260	230	208	1034	881	566	118	157	80
M8Y62_07135	402	466	517	468	562	601	1673	1180	1186	423	465	425
M8Y62_07140	79	99	86	80	84	84	210	164	144	100	129	106
M8Y62_07145	191	213	210	173	226	229	620	411	409	234	231	152
M8Y62_07150	5	8	8	4	5	6	9	6	7	8	8	5
M8Y62_07160	454	535	560	648	671	661	2152	1356	1521	865	1111	1009
M8Y62_07165	144	157	149	21	15	28	101	79	90	41	61	34
M8Y62_07170	53	48	44	20	26	29	108	106	70	18	22	15
M8Y62_07175	3	6	4	2	9	5	16	12	15	5	2	5
M8Y62_07180	26	25	28	27	31	30	106	67	72	31	36	26
M8Y62_07185	18	11	13	10	7	6	28	11	13	13	14	8
M8Y62_07190	45	41	45	22	15	13	103	80	66	41	33	17
M8Y62_07195	211	262	238	200	231	142	238	158	160	267	276	190
M8Y62_07200	8	20	19	66	59	36	38	17	23	107	131	70
M8Y62_07205	8	6	2	2	2	9	4	0	2	11	2	2
M8Y62_07210	3	1	0	5	4	4	3	0	7	4	5	5
M8Y62_07215	20	22	13	23	38	38	40	30	28	76	111	39
M8Y62_07220	6	4	12	23	11	11	17	8	25	20	18	16
M8Y62_07225	4	2	8	4	2	5	7	8	14	8	6	2
M8Y62_07230	15	16	15	14	11	14	36	18	25	34	42	20
M8Y62_07235	10	9	6	11	10	7	13	11	6	27	30	10
M8Y62_07240	11	10	10	23	34	26	34	17	12	27	58	35
M8Y62_07245	15	9	15	35	35	32	36	4	15	95	103	45
M8Y62_07250	3	6	0	3	6	9	8	3	5	21	31	21
M8Y62_07255	9	15	9	42	40	18	22	16	16	146	114	72
M8Y62_07260	18221	18509	16813	14729	17147	15205	15073	10393	9521	18150	16738	17280
M8Y62_07265	1736	1902	1863	883	892	950	3294	2269	1827	826	770	643
M8Y62_07275	34	56	45	36	28	26	61	43	30	64	58	36
M8Y62_07280	57	44	46	23	14	17	110	79	56	42	41	32
M8Y62_07285	7	7	10	5	8	1	10	7	7	5	9	9
M8Y62_07290	54	40	47	45	65	45	77	45	35	116	112	71
M8Y62_07295	30	29	34	27	21	17	76	43	40	26	44	31
M8Y62_07300	6	7	9	10	9	8	10	12	14	26	15	22
M8Y62_07305	16	23	15	33	24	22	44	28	24	83	71	57
M8Y62_07310	39	63	46	52	50	36	92	62	28	88	142	99
M8Y62_07315	297	294	238	368	416	312	385	246	256	571	649	407
M8Y62_07320	614	678	668	384	378	384	818	637	532	480	522	215
M8Y62_07325	9	10	6	3	4	5	25	19	12	8	8	6
M8Y62_07330	0	2	2	0	5	1	3	2	1	1	0	2
M8Y62_07335	8	10	14	5	3	2	26	7	12	6	2	11
M8Y62_07340	3	1	4	4	1	1	5	2	3	2	2	2
M8Y62_07345	1	0	2	1	1	0	2	1	2	2	5	0
M8Y62_07350	26	33	28	24	21	25	62	47	23	45	44	31
M8Y62_07355	380	425	467	413	358	337	1013	658	580	430	446	374
M8Y62_07360	93	95	105	59	40	58	209	145	114	90	59	68
M8Y62_07365	6	17	10	8	5	7	11	9	11	31	21	16
M8Y62_07370	5	7	3	13	10	13	20	2	7	19	31	12
M8Y62_07375	11	10	3	33	38	47	48	20	11	118	141	83
M8Y62_07380	3	4	5	11	14	4	5	4	8	39	42	31
M8Y62_07385	10	23	16	11	13	8	17	18	8	12	19	8
M8Y62_07390	34	29	33	43	58	39	68	88	54	124	152	90
M8Y62_07395	52	37	43	86	75	69	179	84	80	131	183	116
M8Y62_07400	50	38	39	32	41	35	124	84	82	65	73	39
M8Y62_07405	114	108	99	502	504	451	126	88	109	696	801	745
M8Y62_07410	142	146	159	217	202	241	231	187	160	405	493	358
M8Y62_07415	23	18	17	68	57	66	50	36	28	115	150	146
M8Y62_07420	95	74	84	182	136	152	202	119	95	398	551	385
M8Y62_07425	13	14	14	31	44	25	41	33	12	125	149	104
M8Y62_07430	18	13	17	15	14	29	27	20	25	50	74	39
M8Y62_07435	20	37	19	65	52	54	76	35	45	145	212	118
M8Y62_07440	36	36	23	69	47	49	80	40	40	190	176	134
M8Y62_07445	39	34	28	67	77	61	82	61	63	204	226	185
M8Y62_07450	47	36	36	114	81	118	124	75	55	197	259	232
M8Y62_07455	29	24	30	24	43	31	58	39	41	42	57	44
M8Y62_07460	25	26	18	21	45	27	54	22	19	71	96	58
M8Y62_07465	20	8	7	15	20	7	27	17	20	45	40	23
M8Y62_07470	180	192	196	541	600	594	471	319	380	1131	1178	1190
M8Y62_07475	98	133	145	128	120	144	295	176	184	310	300	236
M8Y62_07480	38	53	56	111	95	104	177	99	138	270	270	191
M8Y62_07485	28	25	25	36	33	29	61	38	52	54	45	50
M8Y62_07490	47	57	53	35	36	29	277	177	181	54	57	43
M8Y62_07495	543	588	554	443	463	444	992	644	652	435	599	461
M8Y62_07500	214	215	195	490	511	457	129	93	94	429	454	476
M8Y62_07505	2	3	2	2	3	7	10	10	3	10	10	14
M8Y62_07510	4	4	9	9	6	3	17	13	6	12	10	14
M8Y62_07515	2	1	1	0	1	0	6	2	1	1	1	0
M8Y62_07520	48	36	36	31	33	21	100	74	47	54	56	49
M8Y62_07525	712	796	689	510	578	556	1012	707	633	625	785	519
M8Y62_07530	4818	5035	4514	2474	2764	2874	4593	3233	3150	2946	2927	2555
M8Y62_07535	60	78	78	28	42	28	119	80	63	16	22	13
M8Y62_07540	224	191	198	132	161	146	274	184	175	220	207	227
M8Y62_07545	339	295	240	148	190	122	1088	583	580	356	325	211
M8Y62_07550	67	57	68	50	47	39	114	97	64	54	42	19
M8Y62_07555	409	425	482	1359	1306	1127	806	532	528	1426	1405	698
M8Y62_07560	738	886	883	910	945	1046	1845	1197	1232	1000	1119	949
M8Y62_07565	502	507	479	712	841	1200	1220	991	1324	431	487	1995
M8Y62_07570	3571	3860	3945	1330	1437	1307	3077	2175	2024	1536	1506	1149
M8Y62_07575	1556	1387	1029	2131	2804	2755	2950	2514	3276	1554	1920	5352
M8Y62_07580	961	972	966	739	791	949	1977	1583	1905	537	716	2047
M8Y62_07585	1169	1226	1200	398	548	506	1931	1334	1394	636	679	678
M8Y62_07590	304	333	385	262	328	353	740	512	533	313	281	224
M8Y62_07595	398	481	552	464	537	507	1390	1048	1023	472	562	289
M8Y62_07600	373	412	394	402	443	492	1228	918	769	358	381	281
M8Y62_07605	93	143	108	90	76	124	455	333	286	49	50	43
M8Y62_07610	144	138	155	83	94	90	449	304	296	84	95	82
M8Y62_07615	99	127	114	44	41	49	310	210	183	29	42	47
M8Y62_07620	56	74	37	35	49	53	175	143	107	76	71	83
M8Y62_07625	331	382	373	360	405	442	1268	976	788	286	312	282
M8Y62_07630	787	993	1140	2029	2264	2496	5798	3511	2950	1505	1710	2868
M8Y62_07635	202	197	209	83	90	122	607	428	360	103	118	72
M8Y62_07640	421	474	591	290	278	320	904	658	578	207	214	103
M8Y62_07645	750	838	760	724	821	970	1809	1268	1262	438	530	476
M8Y62_07650	595	626	607	295	273	317	1413	1013	972	234	244	176
M8Y62_07655	545	602	488	426	489	400	1015	769	843	508	574	576
M8Y62_07660	705	736	669	305	384	415	1255	830	897	319	330	300
M8Y62_07665	1306	1493	1568	1116	1302	1384	3503	2411	2646	1099	1331	1035
M8Y62_07670	227	244	236	116	138	152	711	571	467	123	172	137
M8Y62_07675	685	725	646	483	561	589	1769	1327	1311	555	645	536
M8Y62_07680	557	548	552	828	909	829	1735	1201	1749	1430	1691	918
M8Y62_07685	537	553	616	516	596	666	1251	1039	1299	726	753	649
M8Y62_07690	98	116	149	100	88	96	265	144	187	118	110	107
M8Y62_07695	28	24	27	19	21	25	56	47	50	35	29	35
M8Y62_07700	185	197	218	750	745	917	659	441	563	655	854	1175
M8Y62_07705	284	277	285	492	479	531	1148	780	922	622	675	1233
M8Y62_07710	33	47	69	51	53	84	176	132	151	71	94	144
M8Y62_07715	45	48	41	38	44	47	112	117	96	43	69	75
M8Y62_07720	77	86	80	73	81	83	201	162	146	99	87	132
M8Y62_07725	76	93	67	89	86	101	184	153	128	72	65	50
M8Y62_07730	5	2	2	3	2	1	5	14	11	0	3	1
M8Y62_07735	442	458	433	669	748	724	1245	923	917	815	912	753
M8Y62_07740	178	204	212	339	392	463	598	424	405	502	524	470
M8Y62_07745	94	130	144	191	214	255	282	196	168	188	237	97
M8Y62_07750	185	203	219	243	240	277	563	329	408	174	172	248
M8Y62_07755	123	120	152	117	142	141	352	263	234	103	128	102
M8Y62_07760	299	302	302	301	295	309	776	600	603	338	379	321
M8Y62_07765	12532	12147	10624	9075	9351	9665	15900	12089	11451	5133	5083	2402
M8Y62_07770	5176	5964	5761	2324	2291	2419	9481	7224	5998	1261	1345	747
M8Y62_07775	937	1014	1010	1027	1085	1203	1541	1215	1108	609	658	546
M8Y62_07780	598	685	653	426	470	500	1447	1042	873	479	495	540
M8Y62_07785	972	1182	936	814	915	922	2452	1803	1650	830	1007	1070
M8Y62_07790	3458	3793	3275	1362	1655	1302	6405	4667	4083	1538	1338	1059
M8Y62_07795	642	712	681	874	968	1068	1245	936	766	1050	1049	980
M8Y62_07800	624	718	661	834	936	1051	1275	1023	953	939	1020	801
M8Y62_07805	1442	1375	1361	264	367	391	1462	1014	786	194	227	198
M8Y62_07810	1421	1496	1533	858	950	845	2251	1558	1599	755	641	536
M8Y62_07815	1869	1935	1965	2030	2213	2002	3953	2787	2723	1743	1723	1367
M8Y62_07820	3095	3282	3215	2732	2938	3512	7809	5837	5165	1438	1515	992
M8Y62_07825	827	883	871	508	585	692	2120	1590	1431	243	315	253
M8Y62_07830	1792	1957	1821	1489	1641	1813	5118	3901	3556	1067	1138	1238
M8Y62_07835	3792	4128	3633	1875	1965	2437	8641	6411	5750	1223	1238	1453
M8Y62_07840	1404	1405	1170	568	684	813	2446	1856	1836	397	509	426
M8Y62_07845	972	970	775	443	509	599	1662	1294	1204	382	442	408
M8Y62_07850	1106	1110	984	523	651	635	1920	1426	1443	483	448	440
M8Y62_07855	813	847	671	409	421	531	1496	1043	1058	308	279	227
M8Y62_07860	2283	2223	1862	986	1135	1316	4031	2979	2721	702	793	731
M8Y62_07865	1744	1830	1632	1288	1158	1287	3049	2325	2257	784	764	684
M8Y62_07870	1310	1404	1105	986	923	972	2114	1722	1746	477	495	480
M8Y62_07875	203	259	253	229	248	233	465	334	284	165	174	149
M8Y62_07880	78	91	71	70	73	76	215	135	167	91	107	77
M8Y62_07885	213	246	213	100	119	107	566	482	436	73	80	62
M8Y62_07890	2045	2556	2509	485	488	443	5709	4265	3585	362	368	228
M8Y62_07895	480	632	652	119	119	126	962	709	596	32	32	20
M8Y62_07900	2225	2758	2639	1111	1056	951	4096	3094	2626	616	679	278
M8Y62_07905	1243	1404	1320	572	539	502	1962	1484	1404	370	382	146
M8Y62_07910	1122	1258	1201	548	554	549	1663	1238	1283	403	433	167
M8Y62_07915	371	347	322	157	150	177	571	424	371	116	134	93
M8Y62_07920	534	625	565	267	336	342	542	382	344	271	355	324
M8Y62_07925	295	332	322	148	223	191	719	503	489	234	251	139
M8Y62_07930	234	337	321	377	453	485	856	644	565	340	355	432
M8Y62_07935	41	35	43	33	29	24	89	71	69	25	13	20
M8Y62_07940	130	111	125	101	115	94	275	192	170	76	77	86
M8Y62_07945	158	147	102	59	68	52	847	603	208	29	24	28
M8Y62_07950	318	370	207	271	283	383	2564	2195	714	232	243	80
M8Y62_07955	1566	1864	1287	4221	4651	4729	10720	8365	2808	3350	3194	516
M8Y62_07960	1251	1584	1116	2201	2214	2049	8559	6066	2218	1185	1384	288
M8Y62_07965	3452	3767	3114	4234	4353	4106	19078	14918	5499	2717	2726	946
M8Y62_07970	3822	4040	2964	6567	7952	7173	17449	11311	4284	6970	7275	7398
M8Y62_07975	2260	2501	1892	2917	3263	3035	11029	7761	2661	2863	2997	3075
M8Y62_07980	146	146	101	37	47	47	747	532	226	16	25	18
M8Y62_07985	684	752	636	398	306	308	2747	2005	1093	200	210	123
M8Y62_07990	1064	1216	1170	752	778	863	3481	2630	2086	570	649	298
M8Y62_07995	356	415	393	247	261	310	694	516	531	267	277	249
M8Y62_08000	5749	6378	6031	3539	4003	4485	9598	7322	7460	3045	3172	2145
M8Y62_08005	380	441	361	168	204	187	1005	769	652	165	218	119
M8Y62_08010	2346	2559	2598	2714	2808	2848	3322	2422	2424	1626	1618	1502
M8Y62_08015	2556	2949	2896	1664	1781	1927	4442	3288	3129	879	1069	805
M8Y62_08020	35409	42512	49579	50156	41452	40708	36629	23721	18727	23177	25424	10940
M8Y62_08025	417	407	465	310	411	324	1217	950	922	288	313	193
M8Y62_08030	381	385	374	299	299	325	856	613	630	226	274	197
M8Y62_08035	102	125	80	125	103	136	297	224	240	81	93	73
M8Y62_08040	137	147	101	57	61	48	311	236	221	43	42	22
M8Y62_08045	285	318	318	319	355	406	722	541	528	336	394	255
M8Y62_08050	198	264	254	93	131	158	578	402	379	187	175	99
M8Y62_08055	1665	1558	1318	1124	1171	1388	2754	1959	1960	1486	1567	1388
M8Y62_08060	22058	23087	23550	26314	29386	33405	40513	28408	29872	21644	21711	20401
M8Y62_08065	270	358	298	480	515	528	729	483	440	515	604	426
M8Y62_08070	45	64	47	3	6	10	72	52	57	8	11	9
M8Y62_08075	764	898	941	323	348	413	1725	1370	1071	177	184	112
M8Y62_08080	294	357	349	127	149	147	545	471	404	126	120	65
M8Y62_08085	191	224	227	234	252	268	689	481	485	199	181	191
M8Y62_08090	170	183	198	36	47	77	394	272	274	29	32	28
M8Y62_08095	110	116	130	126	140	124	231	150	146	109	88	80
M8Y62_08100	120	113	91	51	67	54	163	136	112	38	37	27
M8Y62_08105	77	74	73	27	34	46	161	104	135	43	26	23
M8Y62_08110	2259	2453	1971	385	525	640	2762	1757	2068	432	479	627
M8Y62_08115	312	363	345	217	239	274	1012	746	620	180	193	120
M8Y62_08120	255	290	301	71	95	102	606	452	387	64	65	33
M8Y62_08125	253	268	185	124	145	137	450	349	309	120	110	58
M8Y62_08130	2637	2269	1870	527	606	924	2085	1541	1424	366	407	547
M8Y62_08135	371	321	288	86	87	89	713	493	413	68	73	74
M8Y62_08140	105	124	93	38	35	31	238	155	132	28	32	36
M8Y62_08145	106	102	67	42	42	51	244	166	122	19	36	34
M8Y62_08150	310	320	346	208	214	241	784	601	494	119	148	155
M8Y62_08155	141	181	143	98	108	106	470	398	333	153	151	76
M8Y62_08160	672	742	769	350	444	478	1808	1284	1445	474	435	518
M8Y62_08165	230	230	268	99	104	141	528	392	393	133	144	85
M8Y62_08170	346	403	426	478	493	576	929	668	730	354	331	313
M8Y62_08175	468	488	385	544	604	688	1327	879	1240	489	522	799
M8Y62_08180	3663	4060	3915	1429	1468	1424	7773	5575	5434	894	991	639
M8Y62_08185	290	315	290	222	270	240	925	661	722	333	375	270
M8Y62_08190	31	32	25	15	5	6	89	52	72	18	16	7
M8Y62_08195	119	114	119	29	31	35	315	196	155	36	40	28
M8Y62_08200	235	357	272	49	39	38	3468	2200	1755	30	17	27
M8Y62_08205	319	542	405	95	106	77	4540	2541	2288	81	74	49
M8Y62_08210	523	1001	698	236	159	168	6390	3387	3294	118	110	56
M8Y62_08215	265	289	291	208	285	269	555	445	426	172	189	262
M8Y62_08220	244	251	282	177	218	183	627	362	476	260	260	222
M8Y62_08225	702	727	596	923	1050	951	1119	807	865	1154	1148	779
M8Y62_08230	928	1133	1140	627	773	686	1809	1309	1126	559	551	334
M8Y62_08235	90	92	102	34	49	40	305	189	182	27	40	39
M8Y62_08240	211	256	326	412	479	562	714	561	515	386	328	427
M8Y62_08245	1289	1492	1796	1567	1718	1791	2613	1913	1714	1528	1390	1078
M8Y62_08250	41	60	69	89	93	101	250	225	178	69	86	68
M8Y62_08255	48	56	56	37	48	60	199	118	124	41	48	96
M8Y62_08260	352	307	331	559	549	582	2648	1676	1691	596	694	1415
M8Y62_08265	107	102	98	50	40	44	535	353	294	72	72	95
M8Y62_08270	134	137	137	61	53	57	505	325	235	61	54	49
M8Y62_08275	466	523	540	366	380	395	851	622	553	245	227	165
M8Y62_08280	256	317	332	218	161	158	790	543	454	64	49	36
M8Y62_08285	374	466	458	281	227	200	821	579	475	123	103	36
M8Y62_08290	180	219	215	52	72	81	470	347	239	33	51	19
M8Y62_08295	64	75	95	30	30	33	158	131	125	23	35	20
M8Y62_08300	61	69	69	4	18	11	262	224	201	6	19	4
M8Y62_08305	315	303	352	216	259	236	2427	1879	1900	245	253	315
M8Y62_08315	1041	1224	1451	784	829	766	6685	5000	4941	735	794	430
M8Y62_08320	341	328	374	203	230	216	1347	1061	868	172	188	81
M8Y62_08325	361	336	369	298	310	326	434	326	262	284	244	179
M8Y62_08330	110	96	132	347	321	284	195	170	139	255	285	121
M8Y62_08335	447	497	548	228	246	335	1628	1226	992	171	173	129
M8Y62_08340	327	373	393	189	172	191	667	597	469	121	128	84
M8Y62_08345	3695	4544	4668	4417	4403	4468	7656	5811	4677	3037	3318	1653
M8Y62_08350	584	757	782	750	885	894	2407	1588	1525	671	715	875
M8Y62_08355	391	576	667	961	1006	1021	1017	909	667	845	920	463
M8Y62_08360	132	165	182	147	146	152	266	275	147	75	73	50
M8Y62_08365	337	454	477	376	337	350	560	479	370	243	269	189
M8Y62_08370	442	481	471	315	346	381	877	720	677	239	274	232
M8Y62_08375	37	30	34	30	18	26	36	34	38	18	23	19
M8Y62_08380	905	1041	898	529	620	588	2907	2349	2243	547	587	595
M8Y62_08385	213	265	292	111	125	164	852	718	588	141	147	141
M8Y62_08390	393	482	450	151	152	178	741	530	465	173	176	151
M8Y62_08395	1035	1266	1281	665	777	871	2694	1956	1772	529	568	479
M8Y62_08400	1029	1167	1262	1206	1299	1377	2932	2119	1920	1006	1037	792
M8Y62_08405	124	121	95	46	53	56	341	223	241	43	19	20
M8Y62_08410	192	173	208	111	153	157	464	343	339	119	113	97
M8Y62_08415	140	136	118	138	139	156	307	232	193	87	128	87
M8Y62_08420	108	129	133	101	110	134	392	256	283	91	122	92
M8Y62_08425	49	47	57	106	141	133	235	174	141	123	127	41
M8Y62_08430	97	100	108	69	104	113	259	193	200	68	90	60
M8Y62_08435	38	28	50	16	24	18	83	44	54	19	23	22
M8Y62_08440	22	25	22	46	47	36	62	45	30	94	71	56
M8Y62_08450	10	7	11	6	7	9	17	4	8	17	22	9
M8Y62_08455	136	206	166	403	383	291	120	119	132	379	377	196
M8Y62_08460	512	516	521	378	371	388	990	672	639	290	320	232
M8Y62_08465	182	167	171	124	97	92	582	365	367	77	77	61
M8Y62_08470	746	872	1302	2700	2564	2411	2896	2456	2298	2406	2737	1064
M8Y62_08475	333	378	467	410	311	358	911	734	528	322	373	128
M8Y62_08480	290	283	277	215	218	263	579	400	383	208	202	143
M8Y62_08485	74	90	67	33	54	73	149	93	89	38	47	39
M8Y62_08490	103	117	110	101	139	117	370	239	224	157	158	181
M8Y62_08495	104	104	109	150	205	223	335	280	249	219	212	171
M8Y62_08500	34	35	40	21	18	24	59	29	30	30	22	43
M8Y62_08505	29	24	22	11	15	15	53	42	26	15	23	25
M8Y62_08510	28	25	28	9	5	14	48	41	23	17	14	24
M8Y62_08515	26	27	37	16	17	13	52	38	34	24	15	8
M8Y62_08520	80	82	125	86	76	55	382	266	181	69	51	31
M8Y62_08525	26	38	75	27	22	18	212	140	97	13	13	10
M8Y62_08530	24	37	77	35	41	16	195	143	111	25	16	7
M8Y62_08535	20	22	57	30	12	9	133	76	58	20	8	2
M8Y62_08540	40	56	54	49	35	26	145	100	102	19	23	16
M8Y62_08545	45	65	96	86	97	52	224	170	147	80	96	53
M8Y62_08550	221	232	240	321	380	391	616	418	420	375	383	246
M8Y62_08555	356	437	492	209	240	259	985	688	686	216	237	89
M8Y62_08560	173	209	225	155	165	163	401	292	255	136	169	130
M8Y62_08565	103	127	110	26	33	37	198	168	158	18	29	28
M8Y62_08570	76	96	89	37	40	36	223	166	172	12	29	11
M8Y62_08575	240	234	272	70	58	62	540	436	450	32	47	38
M8Y62_08580	204	201	182	92	86	92	693	547	542	37	60	38
M8Y62_08585	124	155	135	54	73	92	561	396	378	69	59	61
M8Y62_08590	24	26	29	12	14	20	57	42	42	15	17	9
M8Y62_08595	16	13	12	9	11	19	36	16	23	38	53	34
M8Y62_08600	3	0	2	0	0	1	1	0	1	7	4	2
M8Y62_08605	31	38	13	34	31	29	66	51	37	39	38	29
M8Y62_08610	64	66	75	46	50	63	202	111	112	43	65	55
M8Y62_08615	74	80	95	49	37	60	145	94	117	31	43	23
M8Y62_08620	78	74	85	92	94	160	179	134	116	62	84	51
M8Y62_08625	175	259	316	59	96	112	705	433	462	97	100	43
M8Y62_08630	362	361	375	577	651	649	1049	721	771	595	661	496
M8Y62_08635	420	461	414	330	374	464	1278	1044	1027	321	378	294
M8Y62_08640	614	587	602	506	581	618	930	684	587	452	517	349
M8Y62_08650	735	692	606	445	469	548	719	536	479	257	328	257
M8Y62_08655	4327	4155	3569	7450	9150	8407	5575	4260	4495	7552	8147	7620
M8Y62_08660	1443	1407	1136	2854	3386	3161	1554	1137	1312	2779	2897	2805
M8Y62_08665	174	209	151	287	353	313	179	137	171	231	280	243
M8Y62_08670	3049	2891	1803	3375	4282	3875	1974	1583	1681	4037	4188	5042
M8Y62_08675	595	497	303	763	1074	967	315	438	250	843	855	887
M8Y62_08680	488	453	213	640	910	808	313	480	278	817	906	937
M8Y62_08685	649	730	289	684	942	882	483	446	434	931	967	1397
M8Y62_08690	1354	1154	618	1500	1855	1597	882	887	823	1878	1983	2747
M8Y62_08695	1229	1116	502	2219	2374	2135	886	767	940	2524	2390	3885
M8Y62_08700	3335	3157	1936	4664	4783	4186	2917	1877	2505	4574	4732	7736
M8Y62_08705	1197	1167	769	1431	1604	1364	1295	859	1109	1869	1796	2954
M8Y62_08710	425	360	196	490	539	509	493	391	478	660	628	1023
M8Y62_08715	3217	2656	1704	3906	4665	3941	3520	2225	2918	5564	5278	8139
M8Y62_08720	803	712	448	1499	1644	1389	1085	787	918	1486	1284	1684
M8Y62_08725	3360	3260	3028	3991	4486	4765	6357	4469	4536	3744	4173	4858
M8Y62_08730	1269	1188	1035	800	828	894	2383	1789	1523	627	690	810
M8Y62_08735	1527	1374	1314	1409	1597	1543	3128	2064	2156	1190	1290	1676
M8Y62_08740	1570	1344	1219	1397	1487	1498	2144	1436	1400	1450	1521	1594
M8Y62_08745	10	6	9	6	8	2	19	14	8	12	16	6
M8Y62_08750	1316	1536	1558	2003	2340	2231	3907	2931	3117	1792	2026	1724
M8Y62_08755	868	938	711	1159	1386	1151	1520	1202	1279	1235	1230	598
M8Y62_08760	1063	1065	812	961	1226	1089	1292	955	1132	750	817	584
M8Y62_08765	0	1	1	0	0	0	1617	1159	1583	1602	1727	1920
M8Y62_08770	1536	1593	1113	1316	1506	1451	939	741	796	698	779	1056
M8Y62_08775	475	443	362	306	371	307	505	418	384	294	301	362
M8Y62_08780	475	433	269	598	668	583	426	393	497	560	587	561
M8Y62_08785	276	285	178	347	394	340	314	238	292	432	430	401
M8Y62_08790	273	285	160	204	219	190	319	268	265	229	219	257
M8Y62_08795	241	208	139	166	228	164	200	165	150	254	287	267
M8Y62_08800	79	66	31	57	49	65	59	55	62	72	82	82
M8Y62_08805	440	421	372	331	355	373	908	662	686	498	521	534
M8Y62_08810	552	549	447	305	343	374	1064	680	702	276	330	357
M8Y62_08815	276	338	250	128	178	224	669	469	436	147	162	204
M8Y62_08820	207	227	208	165	172	179	529	375	340	118	140	183
M8Y62_08825	566	631	580	353	365	466	1269	916	803	308	320	390
M8Y62_08830	259	293	251	156	154	155	383	315	264	52	47	99
M8Y62_08835	331	398	312	162	150	189	591	471	407	104	122	160
M8Y62_08840	381	519	571	303	311	327	776	594	631	214	238	254
M8Y62_08845	34	30	33	38	31	40	19	31	29	256	283	142
M8Y62_08850	2845	3111	2651	5008	5056	4222	4153	2949	3177	5228	5442	3274
M8Y62_08855	309	349	337	148	150	153	465	343	255	70	91	48
M8Y62_08860	608	603	684	249	334	364	1507	1117	1243	388	421	215
M8Y62_08865	357	355	407	76	86	101	428	330	279	78	64	42
M8Y62_08870	172	238	235	178	176	193	1033	840	653	139	175	121
M8Y62_08875	424	556	530	373	407	545	1493	1069	953	337	371	229
M8Y62_08880	374	380	337	155	160	178	1448	1050	1099	140	135	79
M8Y62_08890	2420	2590	2578	1839	2073	2074	2758	2131	1904	1439	1685	1270
M8Y62_08895	1513	1638	1513	674	691	758	1866	1325	1296	549	689	477
M8Y62_08900	1687	1742	1605	2796	2924	2526	2745	1667	1813	3743	4068	2912
M8Y62_08905	420	523	464	107	129	97	918	639	529	76	94	45
M8Y62_08910	617	608	567	336	295	267	1228	863	816	234	278	113
M8Y62_08915	498	530	429	380	397	451	1181	853	842	425	449	419
M8Y62_08920	40	52	61	152	148	130	160	84	151	83	104	68
M8Y62_08925	14	19	38	220	149	158	76	43	59	194	217	23
M8Y62_08930	91	87	128	80	81	96	287	217	188	67	66	58
M8Y62_08935	19	28	29	31	35	37	95	72	67	15	15	16
M8Y62_08940	115	111	131	122	136	156	408	275	268	116	131	120
M8Y62_08945	90	95	124	220	203	205	187	124	124	192	213	97
M8Y62_08950	137	199	185	203	171	148	366	253	229	225	235	115
M8Y62_08960	31	25	33	25	24	33	90	61	56	43	37	24
M8Y62_08965	49	65	49	120	132	121	186	133	116	199	204	140
M8Y62_08970	32	29	63	32	39	48	127	74	63	23	29	23
M8Y62_08975	11	7	13	4	9	11	18	18	9	8	9	5
M8Y62_08980	108	109	152	335	341	355	349	269	259	405	524	242
M8Y62_08985	129	144	176	240	221	229	382	292	186	331	314	126
M8Y62_08990	58	67	55	48	32	54	157	136	93	37	49	35
M8Y62_09010	95	68	79	60	59	49	146	126	77	74	96	94
M8Y62_09015	43	65	43	43	45	63	73	100	48	73	76	53
M8Y62_09020	67089	57202	50256	22193	23872	21923	43611	38791	28373	15517	16896	14761
M8Y62_09025	23960	19078	15680	11244	13179	13972	10887	9414	7689	8771	8883	4720
M8Y62_09030	6806	5172	4236	6812	8260	7587	1860	1767	1699	6839	6266	4371
M8Y62_09035	2448	1853	1354	2501	3234	3192	675	601	550	3055	2875	2200
M8Y62_09040	7383	5494	4449	3737	4593	4568	1965	1777	1320	3664	3845	3604
M8Y62_09045	9171	6658	5217	3181	4023	4384	2190	2224	1690	2669	2755	2942
M8Y62_09050	32502	22391	16864	10897	13758	15991	7429	6854	5662	11461	11779	14378
M8Y62_09055	22173	14812	10799	10890	12901	15724	5822	5239	4244	11468	12217	16536
M8Y62_09060	23684	15526	11323	7751	9814	10316	8380	7049	5773	9722	10223	15799
M8Y62_09065	23376	15659	12402	7783	9196	10084	9513	7948	6328	7605	7903	9020
