Geneid	strain	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
M8Y62_00125	NK01067	926.042011559807	4.48354240841475	0.347776677218392	12.892015773672	4.99216590429116e-38	1.43443375739062e-36
M8Y62_00130	NK01067	493.771456679827	4.71951722541609	0.402514284449598	11.7250925190633	9.47974090358434e-32	2.03737358362807e-30
M8Y62_00160	NK01067	310.837823866156	-0.924125655383982	0.141139348179505	-6.54761175606855	5.84644685141536e-11	2.89150275990954e-10
M8Y62_00130	dwbbM	50.2434017756195	1.51291601373411	0.2851235202148	5.30617752121729	1.11947938238948e-07	4.29922512085288e-07
M8Y62_00125	dwbbM	133.437100570166	1.01980997635572	0.212399967237957	4.80136597767552	1.575869616205e-06	5.3500367318197e-06
M8Y62_00160	dwbbM	439.002255719922	0.722139135910857	0.167536953375668	4.31032749110344	1.63012953118399e-05	4.84988848097597e-05
